customer_id,age,gender,education,marital_status,income_clp,region,registration_date,total_purchases,total_spent_clp,online_purchases,store_purchases,complaints,satisfaction_score,last_purchase_days
C00491,41,Masculino,Postgrado,Casado,761513.0,Metropolitana,2023-06-21,19,556206,8,16,3,4.0,362
C00492,59,Masculino,Media,Viudo,951679.0,Araucanía,2024-01-07,17,707198,5,12,4,2.0,306
C00493,42,Femenino,Postgrado,Divorciado,2389082.0,Valparaíso,2020-02-13,20,1436332,8,7,1,3.0,118
C00494,31,Femenino,Postgrado,Casado,1618563.0,Araucanía,2022-04-11,11,1092605,6,13,3,4.0,176
C00495,60,Femenino,Universitaria,Viudo,791573.0,Valparaíso,2022-08-03,18,913733,2,6,0,4.0,68
C00496,48,Masculino,Postgrado,Casado,584734.0,Biobío,2021-01-27,13,564607,7,9,0,5.0,251
C00497,29,Femenino,Técnica,Divorciado,1035789.0,Valparaíso,2021-07-25,13,243554,7,6,0,4.0,230
C00498,39,Masculino,Técnica,Viudo,1090096.0,Metropolitana,2022-05-06,22,252537,9,3,0,3.0,200
C00499,31,Femenino,Técnica,Divorciado,,Metropolitana,2022-08-14,18,294821,5,11,2,5.0,146
C00500,25,femenino,Técnica,Viudo,,Metropolitana,2020-08-01,20,671428,6,5,3,3.0,51
C00501,53,Masculino,Media,Divorciado,1510584.0,Valparaíso,2019-03-31,12,1452495,5,6,0,3.0,186
C00502,64,Femenino,Universitaria,Casado,2866640.0,Biobío,2021-02-01,19,1429172,4,8,1,4.0,320
C00503,25,Femenino,Postgrado,Casado,1732034.0,Metropolitana,2020-08-03,14,1287993,8,12,3,5.0,199
C00504,48,Femenino,Media,Divorciado,1174311.0,Araucanía,2019-08-24,5,587310,5,5,2,4.0,145
C00505,34,Masculino,Universitaria,Divorciado,1105064.0,Biobío,2025-05-24,18,1589491,7,6,0,4.0,59
C00506,36,Masculino,Universitaria,Divorciado,1022058.0,Araucanía,2019-12-26,14,457588,5,9,1,4.0,195
C00507,34,Femenino,Universitaria,Viudo,2041347.0,Araucanía,2024-03-30,23,1334948,13,12,1,4.0,143
C00508,31,Femenino,Postgrado,Casado,904865.0,Region Metropolitana,2024/13/01,9,292910,7,6,1,4.0,223
C00509,42,Femenino,Técnica,Viudo,1224670.0,Biobío,2022-03-05,15,394786,7,8,2,3.0,100
C00510,32,Masculino,Postgrado,Casado,1227967.0,Araucanía,2018-09-08,15,2156368,7,6,0,3.0,26
C00511,45,Masculino,Universitaria,Soltero,957450.0,Araucanía,2022-03-25,17,707905,7,7,0,,14
C00512,41,FEMENINO,Media,Viudo,647078.0,Valparaíso,2018-03-20,12,531673,6,4,0,5.0,122
C00513,39,Femenino,Técnica,Casado,1387717.0,Valparaíso,2020-06-16,19,1550398,5,13,1,4.0,265
C00514,31,Femenino,Universitaria,Casado,1167505.0,Santiago,2020-02-20,16,1660766,14,6,1,4.0,7
C00515,35,Masculino,Media,Viudo,1502949.0,Araucanía,2018-08-14,12,616860,9,10,0,1.0,219
C00516,51,Masculino,Universitaria,Viudo,943840.0,Metropolitana,2020-12-10,13,945477,8,11,2,3.0,220
C00517,48,Femenino,Universitaria,Casado,2078592.0,Araucanía,2021-04-24,12,868490,9,11,0,5.0,183
C00518,30,Femenino,Media,Viudo,808781.0,Metropolitana,2020-11-23,16,146694,7,9,0,3.0,108
C00519,43,Femenino,Técnica,Divorciado,2592803.0,Valparaíso,2020-03-13,12,346227,5,8,1,4.0,347
C00520,51,Masculino,Universitaria,Viudo,546557.0,Biobío,2020-01-12,15,1408054,11,6,0,3.0,124
C00521,21,FEMENINO,Técnica,Viudo,1459316.0,Valparaíso,2023-12-19,18,485436,8,8,2,4.0,170
C00522,48,Masculino,,Viudo,1486263.0,Metropolitana,2025-05-03,18,1099394,4,6,1,4.0,257
C00523,34,Masculino,Media,Casado,838887.0,Metropolitana,2025-11-25,17,936768,5,6,2,4.0,9
C00524,48,Femenino,Técnica,Divorciado,1452518.0,Biobío,2025-09-07,14,1658835,12,5,2,4.0,280
C00525,32,Femenino,Universitaria,Soltero,2134227.0,Araucanía,2019-12-05,19,352953,10,7,3,4.0,125
C00526,20,Femenino,Media,Soltero,442530.0,Metropolitana,2024-12-19,19,1013469,11,6,1,4.0,162
C00527,22,Masculino,Universitaria,Divorciado,1504644.0,Metropolitana,2021-11-27,12,769209,14,5,1,5.0,36
C00528,42,Masculino,Media,Divorciado,390764.0,Metropolitana,2024-06-28,13,498073,5,6,0,4.0,4
C00529,45,Masculino,,Divorciado,777067.0,Biobío,2019-09-07,19,495979,6,8,2,3.0,87
C00530,31,Masculino,Universitaria,Casado,2497890.0,Valparaíso,2018-11-25,21,916993,6,9,1,4.0,264
C00531,49,Femenino,Universitaria,Soltero,923596.0,Metropolitana,2021-10-27,20,1167259,6,9,1,,91
C00532,22,Masculino,Media,Divorciado,707565.0,Biobío,2022-01-23,16,831116,12,9,3,5.0,295
C00533,41,Masculino,Técnica,Casado,1097735.0,Metropolitana,2018-05-13,15,846779,6,9,1,3.0,58
C00534,27,Femenino,Media,Soltero,3043108.0,Araucanía,2020-04-14,17,593190,6,5,0,3.0,140
C00535,34,Masculino,Técnica,Viudo,526272.0,Biobío,2025-05-22,11,617266,6,7,1,,172
C00536,42,Masculino,Universitaria,Casado,,Metropolitana,2018-05-01,9,497268,5,10,0,5.0,260
C00537,31,Masculino,Media,Soltero,2354117.0,Metropolitana,2025-04-07,13,586076,5,8,0,4.0,25
C00538,37,Masculino,Técnica,Casado,2768450.0,Metropolitana,2022-01-15,13,1143006,6,7,0,1.0,198
C00539,54,Masculino,Técnica,Soltero,1145427.0,Valparaíso,2020-08-22,14,1222257,4,9,2,3.0,67
C00540,35,Masculino,Universitaria,Soltero,687115.0,Metropolitana,2018-05-09,16,372071,11,9,1,3.0,118
C00541,52,Femenino,Postgrado,Viudo,3081606.0,Biobío,2022-05-18,15,467196,8,7,1,4.0,280
C00542,28,Femenino,Media,Casado,2459161.0,Araucanía,2023-09-08,22,522368,9,6,4,3.0,6
C00543,48,Masculino,Universitaria,Divorciado,,Araucanía,01/08/2025,10,769845,6,7,2,5.0,97
C00544,59,Femenino,Técnica,Viudo,,Araucanía,2022-03-28,6,291406,6,10,2,1.0,72
C00545,18,Femenino,Técnica,Viudo,1173814.0,Metropolitana,2018-11-29,11,472136,7,6,3,4.0,258
C00546,32,Femenino,Universitaria,Soltero,1116456.0,Valparaíso,2021-02-27,17,348369,9,9,1,4.0,38
C00547,48,Femenino,Universitaria,Divorciado,1392644.0,Metropolitana,2021-08-09,15,1017293,1,9,1,4.0,296
C00548,39,Masculino,Postgrado,Casado,2305441.0,Araucanía,2021-04-11,18,785882,8,3,1,4.0,56
C00549,46,Masculino,Técnica,Divorciado,1782575.0,Metropolitana,2021-11-30,21,606123,4,7,1,4.0,103
C00550,34,Femenino,Técnica,Divorciado,738970.0,Araucanía,2018-12-22,11,422692,5,10,0,5.0,103
C00551,43,Femenino,Universitaria,Divorciado,2229427.0,Biobío,2018-05-19,18,611768,8,5,1,4.0,216
C00552,40,Femenino,Técnica,Divorciado,1381584.0,Valparaíso,2022-03-07,19,570091,10,9,0,1.0,21
C00553,56,Masculino,Técnica,Divorciado,1634768.0,Biobío,2021-04-12,13,2133270,13,7,2,1.0,115
C00554,45,Masculino,Técnica,Soltero,,Metropolitana,2018-01-29,19,1455090,7,4,4,5.0,210
C00555,46,Femenino,Universitaria,Soltero,727683.0,Metropolitana,2020-07-19,18,528576,9,7,1,4.0,291
C00556,37,Masculino,Media,Viudo,1180809.0,Metropolitana,2024-12-18,22,883356,3,7,1,5.0,203
C00557,36,Masculino,Media,Soltero,944751.0,Biobío,2020-10-10,12,1409706,6,9,2,4.0,323
C00558,36,Masculino,Universitaria,Viudo,592612.0,Metropolitana,2025-05-26,22,528479,10,4,2,,188
C00559,46,Masculino,,Viudo,1402618.0,Metropolitana,2020-04-07,16,341840,5,7,1,4.0,151
C00560,36,Femenino,Técnica,Casado,3715532.0,Metropolitana,2018-12-17,18,272188,7,10,2,,191
C00561,45,Masculino,Media,Divorciado,,Valparaíso,2025-02-14,12,1716378,4,6,0,4.0,214
C00562,66,Femenino,Media,Soltero,1182694.0,Biobío,2023-07-18,16,713351,7,5,0,5.0,42
C00563,52,Masculino,Media,Casado,,Biobío,2018-10-26,16,952801,3,7,1,4.0,194
C00564,38,Masculino,Media,Soltero,1268337.0,Araucanía,2022-10-10,16,566835,7,7,0,3.0,250
C00565,56,Masculino,Universitaria,Viudo,1140439.0,Biobío,2023-02-09,14,373856,4,11,1,4.0,81
C00566,37,Masculino,Técnica,Soltero,,Valparaíso,2021-04-30,21,418146,10,10,2,4.0,41
C00567,18,Femenino,Postgrado,Divorciado,1332524.0,Santiago,2022-08-23,18,357805,4,5,0,4.0,20
C00568,29,Masculino,Técnica,Viudo,,Valparaíso,2023-10-13,17,1332228,8,3,2,4.0,9
C00569,19,Otro,Técnica,Viudo,447918.0,Region Metropolitana,2020-01-25,13,1958919,7,1,1,0,313
C00570,37,Masculino,Técnica,Casado,2054203.0,Biobío,2020-02-09,15,818078,6,5,1,4.0,124
C00571,42,Femenino,,Divorciado,1847059.0,Araucanía,2021-05-23,9,321800,7,6,2,4.0,203
C00572,62,Femenino,Universitaria,Viudo,1228223.0,Metropolitana,2020-04-13,14,1077676,8,6,0,4.0,78
C00573,45,Femenino,Técnica,Divorciado,,Metropolitana,2024-01-23,16,1708895,8,13,0,3.0,210
C00574,39,Masculino,Técnica,Soltero,1945977.0,Biobío,2023-03-22,10,1433123,12,6,2,4.0,18
C00575,51,Masculino,Universitaria,Divorciado,1327469.0,Biobío,2022-04-14,10,786138,7,11,2,4.0,236
C00576,18,Femenino,Universitaria,Viudo,1802418.0,Valparaíso,2021-05-03,7,695007,6,7,1,1.0,319
C00577,44,Femenino,Universitaria,Casado,1049647.0,Biobío,2019-05-21,11,782357,6,11,0,5.0,200
C00578,51,Masculino,Técnica,Viudo,2165636.0,Valparaíso,2021-09-19,7,1668634,12,11,1,3.0,349
C00579,24,Masculino,Universitaria,Divorciado,1386351.0,Araucanía,2025-10-11,17,1262477,6,6,2,2.0,282
C00580,55,Masculino,Técnica,Divorciado,1309499.0,Biobío,2025-11-20,19,634703,11,5,0,4.0,252
C00581,46,Masculino,Técnica,Viudo,677594.0,Metropolitana,2021-12-31,25,625194,15,11,1,3.0,340
C00582,37,Femenino,Media,Divorciado,1365405.0,Metropolitana,2025-12-15,13,599199,9,4,0,4.0,239
C00583,49,Femenino,Técnica,Soltero,825258.0,Biobío,2021-11-17,16,422349,5,10,2,4.0,269
C00584,69,Masculino,,Viudo,900409.0,Valparaíso,2025-10-24,18,1800310,5,8,3,3.0,119
C00585,44,Masculino,Técnica,Casado,831438.0,Metropolitana,2021-03-18,10,498656,7,9,0,5.0,282
C00586,44,Masculino,Universitaria,Viudo,742684.0,Valparaíso,2020-01-31,10,1073604,12,4,0,3.0,337
C00587,36,Masculino,,Soltero,3121983.0,Biobío,2020-04-12,14,537944,13,8,0,4.0,345
C00588,31,Masculino,Media,Soltero,2184581.0,Biobío,2021-11-29,10,600809,7,6,0,5.0,7
C00589,51,Femenino,Media,Soltero,2847629.0,Metropolitana,2018-10-10,15,747162,7,8,2,4.0,273
C00590,31,Femenino,Universitaria,Soltero,692130.0,Biobío,2019-01-14,16,1109602,6,15,4,5.0,253
C00591,42,Femenino,Técnica,Soltero,1239100.0,Araucanía,2018-07-17,15,684766,6,7,0,5.0,342
C00592,36,Femenino,Técnica,Casado,670483.0,Araucanía,2019-07-10,19,403868,4,10,0,5.0,128
C00593,47,Masculino,Universitaria,Divorciado,877444.0,Metropolitana,2018-12-22,13,809211,5,10,0,3.0,92
C00594,46,Otro,Universitaria,Soltero,793869.0,Araucanía,2022-04-13,20,505025,6,12,0,4.0,306
C00595,54,Femenino,Técnica,Soltero,2096217.0,Valparaíso,2020-11-06,22,2020125,6,9,4,5.0,6
C00596,35,Femenino,Universitaria,Viudo,1004026.0,Metropolitana,2025-05-10,18,684470,4,9,0,5.0,74
C00597,38,Masculino,Universitaria,Casado,1940784.0,Metropolitana,2019-01-14,18,535837,8,5,1,5.0,56
C00598,30,Femenino,Universitaria,Casado,1574875.0,Valparaíso,2019-11-11,22,2616236,7,7,1,5.0,295
C00599,36,Masculino,Media,Divorciado,3383663.0,Araucanía,2024-12-28,12,1246313,3,16,2,4.0,310
C00600,46,Masculino,Universitaria,Casado,616665.0,Araucanía,2022-11-15,12,467101,11,6,0,1.0,238
C00601,51,Masculino,Técnica,Viudo,2114834.0,Araucanía,2020-06-17,14,497732,10,11,1,3.0,22
C00602,30,Femenino,Técnica,Viudo,2010171.0,Metropolitana,2018-03-17,15,1063288,8,15,0,2.0,41
C00603,52,Hombre,Técnica,Divorciado,774375.0,Metropolitana,2018-08-19,14,821143,11,13,2,3.0,346
C00604,58,Masculino,Media,Viudo,,Araucanía,2022-10-06,24,1364737,9,9,0,3.0,266
C00605,46,Masculino,Media,Soltero,,Biobío,2020-08-19,22,537541,10,7,1,,258
C00606,64,Femenino,Universitaria,Soltero,1083240.0,Araucanía,2024-06-07,17,1218379,6,9,0,3.0,48
C00607,32,Masculino,Media,Viudo,828242.0,Valparaíso,2025-08-05,12,208854,12,10,0,5.0,298
C00608,27,Femenino,Técnica,Divorciado,868248.0,Metropolitana,2024-03-12,14,729198,4,6,0,3.0,139
C00609,20,Masculino,Técnica,Casado,3018430.0,Valparaíso,2024/13/01,13,552417,7,10,1,3.0,202
C00610,59,Femenino,Media,Divorciado,1200368.0,Valparaíso,2019-01-28,15,608857,10,8,2,4.0,140
C00611,49,Masculino,Postgrado,Casado,1706219.0,Metropolitana,2021-01-13,12,752113,5,4,0,5.0,142
C00612,41,Femenino,Media,Viudo,840647.0,Biobío,2018-09-24,16,1584008,7,5,2,3.0,286
C00613,45,Femenino,Técnica,Viudo,844836.0,Araucanía,2020-12-28,14,400289,4,10,1,,233
C00614,28,Femenino,,Soltero,1952703.0,Valparaíso,2019-09-03,16,215246,3,6,0,3.0,316
C00615,71,Femenino,Media,Casado,653777.0,Metropolitana,2021-10-02,17,429138,8,12,1,3.0,158
C00616,43,Masculino,Media,Divorciado,995485.0,Valparaíso,2020-10-05,15,1477450,5,8,1,2.0,38
C00617,43,Otro,Universitaria,Viudo,1218516.0,Araucanía,2020-08-19,16,298156,9,11,1,4.0,75
C00618,50,Femenino,Postgrado,Divorciado,,Biobío,2025-08-07,22,567614,6,10,0,5.0,321
C00619,47,Femenino,Media,Soltero,1107084.0,RM,2019-11-04,14,1323927,10,12,1,4.0,175
C00620,44,Masculino,Universitaria,Casado,1433960.0,Biobío,2024-10-06,14,772440,7,6,1,4.0,39
C00621,32,Masculino,Universitaria,Casado,1639033.0,Metropolitana,2022-08-28,19,1574724,7,8,0,3.0,73
C00622,47,Masculino,Universitaria,Viudo,1670141.0,Metropolitana,2023-12-03,15,235962,5,11,1,4.0,58
C00623,64,Femenino,Técnica,Casado,770057.0,Biobío,2024-03-17,19,659608,12,3,1,4.0,363
C00624,58,Femenino,Técnica,Viudo,,Araucanía,2018-01-31,14,1784543,5,6,3,4.0,89
C00625,61,Masculino,Técnica,Soltero,2054360.0,Araucanía,2021-09-28,18,406865,3,12,1,5.0,273
C00626,35,Femenino,Universitaria,Casado,,Metropolitana,2021-11-01,17,1488460,7,10,0,2.0,134
C00627,30,Masculino,Universitaria,Viudo,646963.0,Biobío,2021-02-27,12,694503,8,10,1,5.0,143
C00628,40,Femenino,Media,Divorciado,1405632.0,Araucanía,2019-09-09,9,1038039,10,4,0,5.0,95
C00629,42,Masculino,Técnica,Viudo,492687.0,Araucanía,2019-06-23,12,1708559,7,7,0,2.0,156
C00630,55,Femenino,Universitaria,Casado,1225614.0,Region Metropolitana,2025-08-18,15,1035369,5,12,0,3.0,201
C00631,21,Masculino,Universitaria,Soltero,2818815.0,Metropolitana,2020-05-20,16,561079,9,11,0,3.0,160
C00632,60,Femenino,,Casado,783307.0,Biobío,2018-04-11,14,1120857,1,7,0,4.0,211
C00633,40,Masculino,Universitaria,Casado,,Valparaíso,2021-11-13,14,537824,6,5,0,2.0,172
C00634,36,Femenino,Técnica,Viudo,,Biobío,2025-07-02,11,942590,7,8,0,3.0,70
C00635,29,Masculino,Técnica,Divorciado,599332.0,Biobío,2020-07-29,16,377475,9,8,2,5.0,319
C00636,22,Masculino,Universitaria,Casado,,Metropolitana,2018-12-07,18,814088,5,7,1,2.0,314
C00637,51,Masculino,Media,Divorciado,,Araucanía,2025-12-18,16,1633022,16,7,1,3.0,145
C00638,42,Masculino,Técnica,Viudo,902030.0,Araucanía,2020-11-09,11,668709,9,8,1,4.0,167
C00639,26,Masculino,Universitaria,Divorciado,1079108.0,Metropolitana,2018-02-07,14,1541985,7,9,0,5.0,319
C00640,26,Masculino,Media,Viudo,1677333.0,Metropolitana,2019-10-22,9,5118769,9,4,0,3.0,117
C00641,37,Femenino,Universitaria,Soltero,1450658.0,Metropolitana,2023-07-27,16,786225,6,5,1,3.0,185
C00642,62,Masculino,Técnica,Divorciado,1353088.0,Metropolitana,2022-04-10,18,1156469,11,9,50,4.0,203
C00643,38,Femenino,Postgrado,Divorciado,1030162.0,Metropolitana,2022-07-15,23,1064999,10,8,0,4.0,162
C00644,23,Femenino,Media,Soltero,1417435.0,Valparaíso,2020-11-15,16,915686,6,6,1,5.0,309
C00645,39,Femenino,Técnica,Divorciado,1135010.0,Biobío,2019-03-30,12,1283504,6,4,1,2.0,338
C00646,38,Femenino,Universitaria,Soltero,1474522.0,Biobío,2024/13/01,17,689353,5,3,1,4.0,188
C00647,18,Masculino,Técnica,Casado,959543.0,Biobío,2021-09-08,14,537584,8,8,1,4.0,43
C00648,41,Masculino,Universitaria,Viudo,1105353.0,Araucanía,2025-08-16,14,320159,4,6,3,5.0,201
C00649,39,Masculino,Universitaria,Soltero,768619.0,Valparaíso,2020-03-29,18,651291,3,7,2,4.0,231
C00650,50,Femenino,Media,Divorciado,1181244.0,Biobío,2020-02-12,15,1373987,6,6,0,4.0,4
C00651,64,Femenino,Técnica,Soltero,833077.0,Araucanía,2018-01-13,13,455198,12,14,1,2.0,240
C00652,55,Femenino,Técnica,Divorciado,726876.0,Valparaíso,2020-07-09,19,927616,9,11,0,3.0,206
C00653,38,Femenino,Técnica,Casado,1348130.0,Valparaíso,2020-04-04,19,743036,11,7,3,,331
C00654,28,Femenino,,Soltero,1320558.0,Araucanía,2024-08-15,18,551245,6,8,0,1.0,94
C00655,72,Femenino,Universitaria,Casado,1706790.0,Valparaíso,07/08/2021,17,263166,5,6,1,4.0,232
C00656,42,Femenino,Universitaria,Viudo,988383.0,Araucanía,2024-07-07,18,1812250,8,12,2,3.0,363
C00657,42,Masculino,Universitaria,Divorciado,1441876.0,Biobío,2024-04-27,15,1091082,3,6,0,5.0,347
C00658,41,Masculino,Técnica,Divorciado,1537534.0,Araucanía,2023-07-11,9,3959149,3,9,1,2.0,349
C00659,44,Otro,Universitaria,Casado,1465900.0,Valparaíso,2021-05-13,27,1528832,6,4,0,4.0,160
C00660,40,Masculino,Universitaria,Viudo,,Biobío,2019-11-28,13,1788152,5,8,7,4.0,113
C00661,35,Masculino,Universitaria,Soltero,1283428.0,Biobío,2025-06-27,17,280058,10,10,0,3.0,252
C00662,35,Femenino,Universitaria,Soltero,1413663.0,Metropolitana,2020-08-07,16,277136,6,8,0,2.0,222
C00663,41,Masculino,Técnica,Divorciado,1203882.0,Metropolitana,2024-08-31,9,820569,7,5,1,5.0,346
C00664,35,Masculino,,Casado,,Valparaíso,2025-11-08,9,401714,14,7,1,,94
C00665,33,Femenino,Media,Casado,1289870.0,Araucanía,2024-11-20,17,531572,8,9,0,2.0,167
C00666,43,Femenino,Técnica,Soltero,3247743.0,Araucanía,2021-12-09,19,3642298,3,1,0,3.0,138
C00667,38,Masculino,Técnica,Viudo,1020511.0,Valparaíso,2018-03-10,13,1633593,9,12,1,4.0,348
C00668,60,Femenino,Postgrado,Viudo,864751.0,Biobío,2022-11-17,21,456330,6,8,0,3.0,361
C00669,18,Masculino,Universitaria,Soltero,,Valparaíso,2024-02-26,18,193434,9,8,1,5.0,210
C00670,55,Masculino,Universitaria,Soltero,1381115.0,Valparaíso,2024-03-13,21,433828,6,7,0,5.0,256
C00671,56,Femenino,Universitaria,Casado,2052487.0,Biobío,2023-05-24,12,572661,8,6,1,5.0,73
C00672,18,Femenino,Técnica,Viudo,681322.0,Araucanía,2018-07-31,12,659745,10,7,0,3.0,214
C00673,37,Femenino,Universitaria,Soltero,1667695.0,Valparaíso,2019-05-23,13,371364,10,10,1,5.0,266
C00674,37,Femenino,Técnica,Soltero,1565196.0,Araucanía,2023-08-26,19,1575805,10,9,0,4.0,360
C00675,25,Femenino,Técnica,Divorciado,,Valparaíso,2022-03-02,18,522035,7,5,2,5.0,151
C00676,32,Masculino,Media,Soltero,1397564.0,Biobío,2018-11-28,13,1180576,7,7,2,4.0,235
C00677,28,Femenino,Universitaria,Soltero,1907087.0,Biobío,2025-07-27,13,826288,8,8,2,3.0,216
C00678,63,Femenino,Universitaria,Viudo,1776887.0,Metropolitana,2019-07-05,12,1404867,2,10,1,5.0,304
C00679,53,Femenino,Técnica,Casado,717460.0,Biobío,2022-06-13,10,693575,3,12,2,4.0,109
C00680,57,Masculino,Media,Viudo,1735668.0,Metropolitana,2020-07-30,21,459261,8,5,3,5.0,345
C00681,50,Femenino,Universitaria,Casado,1165571.0,Valparaíso,22/04/2024,16,558614,4,9,0,3.0,300
C00682,28,Femenino,Media,Divorciado,1240004.0,Araucanía,2019-12-29,12,563361,13,5,1,5.0,349
C00683,35,Masculino,Universitaria,Soltero,1240184.0,Biobío,2020-05-29,18,2760983,10,8,2,3.0,320
C00684,47,Masculino,Postgrado,Divorciado,1121550.0,Biobío,2025-11-02,9,837578,6,9,0,3.0,296
C00685,27,Femenino,Técnica,Casado,2051538.0,Biobío,2019-10-11,9,802226,9,7,1,4.0,120
C00686,50,Masculino,Media,Viudo,1155633.0,Valparaíso,2020-09-26,20,1358080,5,9,1,4.0,328
C00687,39,Femenino,Universitaria,Viudo,,Santiago,2022-03-02,15,799966,7,7,0,4.0,98
C00688,37,Femenino,Universitaria,Divorciado,1005246.0,Valparaíso,2024-11-23,13,1568096,9,3,1,4.0,210
C00689,50,Femenino,Técnica,Casado,1300480.0,Araucanía,2025-06-30,12,639934,6,5,1,2.0,32
C00690,47,Femenino,Postgrado,Divorciado,2086458.0,Valparaíso,2022-06-01,11,602102,6,9,3,4.0,330
C00691,37,Masculino,Media,Divorciado,1574147.0,Araucanía,2025-07-10,13,444276,9,4,0,3.0,226
C00692,55,Femenino,Técnica,Soltero,818387.0,Biobío,2024-12-29,14,2427555,4,12,1,4.0,215
C00693,29,Femenino,Universitaria,Divorciado,3671708.0,Araucanía,2020-10-06,11,767176,8,7,3,3.0,123
C00694,49,Masculino,Universitaria,Soltero,1351845.0,Araucanía,2022-03-31,18,395514,4,3,1,3.0,147
C00695,49,Masculino,Media,Soltero,,Metropolitana,2020-03-14,13,900282,11,8,1,5.0,340
C00696,38,Femenino,Universitaria,Viudo,1120808.0,Araucanía,2025-11-18,18,541627,4,4,2,2.0,52
C00697,45,Masculino,Técnica,Soltero,1525516.0,Araucanía,2018-08-02,19,633240,7,10,2,4.0,180
C00698,26,Femenino,Técnica,Soltero,1750816.0,Valparaíso,2018-06-18,7,963973,8,10,0,2.0,290
C00699,53,Masculino,Media,Viudo,2076137.0,Biobío,2020-09-04,9,1992614,13,10,0,3.0,187
C00700,39,Masculino,Universitaria,Divorciado,,Valparaíso,2021-08-21,19,850277,7,8,0,,337
C00701,35,Masculino,Media,Casado,1776793.0,RM,2018-05-26,15,522168,8,4,1,4.0,108
C00702,54,Femenino,Técnica,Casado,1041365.0,Biobío,2022-12-04,14,590909,10,7,1,4.0,126
C00703,33,Femenino,Técnica,Casado,927776.0,Biobío,2019-05-31,17,1186164,10,8,3,5.0,261
C00704,25,Femenino,Universitaria,Divorciado,1393745.0,Araucanía,2019-03-29,13,247054,5,9,0,5.0,194
C00705,23,Femenino,Universitaria,Soltero,1826185.0,Araucanía,2018-03-01,17,427948,10,3,0,5.0,297
C00706,49,Femenino,Universitaria,Casado,1085561.0,RM,2019-06-12,20,908867,9,7,1,4.0,34
C00707,26,Masculino,Técnica,Divorciado,1937985.0,Valparaíso,2020-10-20,14,287323,9,10,0,4.0,276
C00708,63,Femenino,Universitaria,Soltero,2307117.0,Biobío,2024-11-26,23,663216,5,8,3,4.0,182
C00709,18,Femenino,Técnica,Viudo,794515.0,Araucanía,2022-04-14,19,600433,5,12,0,4.0,239
C00710,62,Masculino,Universitaria,Casado,823416.0,Biobío,2025-09-05,12,1354355,4,11,1,4.0,322
C00711,44,Femenino,Universitaria,Soltero,1126542.0,Araucanía,2025-09-30,18,688449,7,2,2,2.0,348
C00712,40,Masculino,Media,Casado,1378157.0,Metropolitana,2021-01-07,13,1630474,5,10,1,2.0,146
C00713,35,Femenino,Universitaria,Casado,947684.0,Metropolitana,2019-03-09,16,838769,9,10,3,3.0,44
C00714,46,Femenino,,Casado,2205187.0,Biobío,2021-03-22,15,2322692,6,13,1,2.0,359
C00715,41,Femenino,Técnica,Soltero,,Metropolitana,2019-02-05,24,347970,8,10,3,3.0,304
C00716,55,Femenino,Técnica,Divorciado,1221491.0,Biobío,2023-10-06,18,2110938,7,12,0,4.0,291
C00717,43,Masculino,Técnica,Soltero,628865.0,Araucanía,2024-02-12,21,625114,6,13,0,,295
C00718,43,Femenino,Técnica,Casado,,Valparaíso,2024-09-11,15,1937166,4,9,0,4.0,259
C00719,37,Masculino,Universitaria,Soltero,1361756.0,Metropolitana,2019-08-28,20,1629050,4,8,1,4.0,19
C00720,41,Femenino,Técnica,Viudo,459624.0,Araucanía,2025-10-06,12,144527,5,10,1,3.0,215
C00721,45,Femenino,Universitaria,Divorciado,1892707.0,Valparaíso,2024-01-15,12,1066473,5,7,1,3.0,211
C00722,21,Masculino,Técnica,Soltero,1117565.0,Region Metropolitana,2022-12-16,10,1455614,8,10,1,1.0,231
C00723,25,Femenino,Media,Viudo,5164009.0,Valparaíso,2022-01-03,21,1775375,3,5,1,4.0,339
C00724,50,Masculino,Universitaria,Divorciado,3390182.0,Araucanía,2025-03-21,18,394898,5,5,0,4.0,5
C00725,44,femenino,Técnica,Viudo,1105911.0,Araucanía,2024-11-18,12,1140038,4,11,1,4.0,311
C00726,39,M,Técnica,Divorciado,1143930.0,Biobío,2024-10-29,18,899335,9,10,3,3.0,269
C00727,42,Masculino,Universitaria,Soltero,1878236.0,Valparaíso,2022-11-09,25,1036346,5,7,0,4.0,162
C00728,46,Femenino,Técnica,Viudo,,Valparaíso,2025-10-19,11,1456765,7,11,1,4.0,216
C00729,35,Femenino,Media,Casado,,Valparaíso,2022-04-03,17,1601406,8,13,0,1.0,274
C00730,32,Femenino,Técnica,Viudo,537112.0,Biobío,2021-01-01,19,539782,12,11,0,4.0,324
C00731,44,Masculino,Universitaria,Divorciado,907016.0,Valparaíso,2020-07-17,15,938106,4,13,1,4.0,100
C00732,30,Otro,Universitaria,Soltero,1559793.0,Araucanía,2023-05-06,18,819990,9,17,2,3.0,171
C00733,46,Femenino,Universitaria,Divorciado,1500674.0,Valparaíso,2023-05-28,19,692979,4,5,0,4.0,252
C00734,21,Masculino,Universitaria,Viudo,1942000.0,Metropolitana,2023-08-27,9,733880,7,9,0,1.0,169
C00735,54,Femenino,Media,Viudo,699393.0,Region Metropolitana,2022-04-04,19,899828,7,6,1,3.0,38
C00736,47,Masculino,Técnica,Casado,423186.0,Biobío,2025-08-10,15,557477,4,9,2,3.0,228
